,APP_NAME,APP_LINK,GH_REPO_URL,PARTNER_TECH_USED
32,BRAND WIZARD,https://langchainapp-sud.streamlit.app/,https://github.com/sudhanshumukherjeexx/langchain_streamlit,"[""LangChain""]"
33,Business Analyst GPT,https://ba-gpt.streamlit.app/,https://github.com/ehmadzubair/business-analyst-gpt,"[""LangChain""]"
34,Byomkesh Bakshi: Text based generative game,https://byomkesh-bakshi.streamlit.app,https://github.com/PrinceP/legendary-invention,"[""LangChain""]"
35,Candidate Forum Reporter,https://candidate-forum-reporter.streamlit.app/,https://github.com/Skylight8177/candidate-forum-reporter,"[""AssemblyAI""]"
36,Candidate Job Match,https://candidate-job-match.streamlit.app/,https://github.com/iampgzp/CandidateJobMatch,"[""LangChain"", ""LlamaIndex""]"
37,CashFlowIQ,https://cashflowiq.streamlit.app/,https://github.com/Barneyjm/cashflowiq,"[""LangChain""]"
38,Chat fighters,https://chatfighter.streamlit.app/,https://github.com/Dinarque/Chat_with_X,"[""LangChain""]"
39,Chat My God,https://chatmygod-tr7lqdpymdx2pspc96ykd9.streamlit.app,https://github.com/cleexiang/chatmygod,"[""LangChain""]"
40,Chat with Obsidian Notes,https://chatwithobsidian.streamlit.app/,https://github.com/ShawBC/streamlithackathon,"[""LangChain""]"
41,ChatGdriveF,https://chatgdrive.streamlit.app/,https://github.com/naarkhoo/ChatGdrive,"[""LangChain""]"
42,ChatPdf,https://chatpdfs.streamlit.app/,https://github.com/viniciusarruda/chatpdf,"[""LangChain""]"
43,ChatResumeAI,https://chatresumeai.streamlit.app/,https://github.com/CoderJeffrey/ChatResume.AI,"[""LangChain""]"
44,ChatWirgin,https://chatwirgin.streamlit.app/,https://github.com/samedovzaur/Streamlit_Hackaton_Project,"[""LangChain"", ""LlamaIndex"", ""Weaviate""]"
45,ChatWithYuotubeVideo,https://chat-with-youtube-video.streamlit.app/,https://github.com/sabania/ChatWithYoutube.git,"[""LangChain""]"
46,CherGPT Starter Kit,https://starterkit.streamlit.app/,https://github.com/String-sg/chergpt-starter-kit/tree/main,"[""LangChain""]"
48,ClarifAI profiler,https://app-webapp-1-6jnedg39qxttqo4cspfbvy.streamlit.app/,https://github.com/VenoeAI/Streamlit-webApp-1,"[""Clarifai""]"
49,Claudio,https://claudio-app.streamlit.app/,https://github.com/tonyhollaar/claudio_app,"[""AssemblyAI""]"
50,ClipInsight,https://clipinsight.streamlit.app/,https://github.com/Sahil-kachhap/ClipInsight,"[""AssemblyAI"", ""LangChain""]"
51,Cloud cost saver App,https://cloudcostsaver.streamlit.app/,https://github.com/saargunam-personal/streamlit-llm-hackathon-2023/tree/main,"[""LangChain""]"
52,Code-Architect,https://code-architect.streamlit.app/,https://github.com/Manikant92/code_architect,"[""LangChain"", ""LlamaIndex""]"
53,Company Explorer,https://company-explorer.streamlit.app/,https://github.com/sumanentc/company-explorer,"[""LangChain""]"
54,ConvoCraft,https://convocraft.streamlit.app/,https://github.com/Nishu0/ConvoCraft/tree/main,"[""LlamaIndex""]"
55,CosmaNeura Medical Billing,https://medical-billing.streamlit.app/,https://github.com/HomenShum/CosmaNeura-Med-Billing,"[""LlamaIndex"", ""LangChain""]"
56,coverLit,https://coverlit.streamlit.app/,https://github.com/tmkwong/coverlit,"[""LangChain"", ""LlamaIndex"", ""Weaviate""]"
57,CSV AI,https://4efbjirkbruyrh7j2ccypt.streamlit.app/,https://github.com/pankaj10032/CSV_AI,"[""LangChain""]"
58,CSV auto analyzer,https://csv-auto.streamlit.app/,https://github.com/ryokaneoka0406/auto_analyzer,"[""LangChain""]"
59,Customer Care Audio Analytics,https://audio-analytics.streamlit.app/,https://github.com/abhi12121998/Customer_Care_Audio_Analytics/,"[""AssemblyAI"", ""LangChain""]"
60,Customer-Agent,https://customer-agent-mbzag6si83giqrq6cmcnuk.streamlit.app/,https://github.com/MuzammilMeh/Autonomousagent,"[""LangChain""]"
62,data entry agent,https://data-entry-agent.streamlit.app/,https://github.com/AbubakrChan/gpt-data-extraction,"[""LangChain""]"
64,DB Schema generation,https://db-schema-generation.streamlit.app/,https://github.com/namle-teq/streamlit-db-schema-generation,"[""LangChain""]"
65,Decenter AI,https://decenter-ai.streamlit.app,https://github.com/web3mustketeers/decenter.ai/,"[""Clarifai"", ""LangChain""]"
66,DesignAId,https://designaid.streamlit.app/,https://github.com/gabrielchua/st-designaid,"[""Clarifai"", ""LangChain"", ""Weaviate""]"
67,Disney Imagineering LLM,https://disney-llm-hackathon.streamlit.app/,https://github.com/aaronarcade/streamlit-LLM-hackathon,"[""LlamaIndex""]"
68,DocsBot,https://docsbot.streamlit.app/,https://github.com/SubhashishMahapatra/Streamlit-LLM-Hackathon,"[""LangChain""]"
69,DocuTalk,https://docutalk.streamlit.app/,https://github.com/putuwaw/docutalk,"[""Clarifai"", ""LlamaIndex"", ""LangChain""]"
70,Dr. Victor Baugaredde (Stroke Specialist),https://generativeai-kbmkq4fugfvdkbgbtol58r.streamlit.app/,https://github.com/MagicDash91/generative_ai/tree/main,"[""LangChain""]"
71,Drawing2Web,https://drawing2web.streamlit.app/,https://github.com/yeyu2/Drawing2Web,"[""LangChain""]"
72,easyGPTzee 🍋,https://intelligentui.streamlit.app/,https://github.com/JamisonProctor/intelligent_ui/tree/streamlit_hackathon,"[""LangChain""]"
73,ELAINE - The GraphAcademy chatbot,https://graphacademybot.streamlit.app/,https://github.com/neo4j-graphacademy/learning-assistant/tree/main/app,"[""LangChain""]"
74,Email Tonifier,https://email-tonifier.streamlit.app/,https://github.com/aman-chhetri/Email-Tonifier/tree/main,"[""LangChain""]"
75,EmoPulse,https://louisljz-emopulse.streamlit.app/,https://github.com/Louisljz/EmoPulse,"[""AssemblyAI"", ""Clarifai"", ""LangChain""]"
76,Falcon LLM QnA,https://mainpy-zxabycnt6kb4xgnhsfl9hy.streamlit.app/,https://github.com/nrwpradana/falcon-llm,"[""LangChain""]"
77,Financail Accounting with Financial Statements Indicator,https://financialformulasllm.streamlit.app/,https://github.com/Ybatuhan-EcoBooster/StreamlitLLM,"[""LangChain""]"
78,FinSight,https://finsight-report.streamlit.app/,https://github.com/vishwasg217/finsight,"[""Clarifai"", ""LangChain"", ""LlamaIndex"", ""Weaviate""]"
79,Finsight,https://finsight-chat.streamlit.app/,https://github.com/sureshsgith/Finsight-Your-Financial-Buddy,"[""LangChain""]"
80,Food Storage Tips,https://app-app-qsxdq7jqbnqkk7zvvz2yvw.streamlit.app/,https://github.com/petrichorica/streamlit-app,"[""LangChain"", ""LlamaIndex""]"
81,Genta Academic Assistant,https://academic.streamlit.app/,https://github.com/Genta-Technology/Academic-Assistant,"[""Weaviate""]"
82,GitDoc-AI,https://gitdoc-ai.streamlit.app/,https://github.com/SSK-14/GitDoc-AI,"[""LangChain""]"
84,GoodreadsLLM,https://goodreadsllm.streamlit.app/,https://github.com/ksbharaj/goodreads_llm/tree/main,"[""Weaviate""]"
85,Google Palm2 Chatbot with Vietnamese Languages,https://multilchatbotpalm2-johnnietien.streamlit.app/,https://github.com/johnnietien/multilchatbot_palm2.git,"[""LangChain""]"
86,GPTube,https://gptube-ai.streamlit.app/,https://github.com/Hamagistral/GPTube,"[""AssemblyAI"", ""LangChain""]"
88,Graph RAG Demo,https://graph-rag.streamlit.app/,https://github.com/wey-gu/demo-kg-build/blob/main/kg_retrieval_arguments_generation.py,"[""LlamaIndex""]"
89,HackathonLLMsJGC,https://hackathonllmsjgc.streamlit.app/,https://github.com/gcjordi/llamaindex-chat-with-streamlit-docs,"[""LlamaIndex""]"
90,Imagetory,https://imagetory.streamlit.app/,https://github.com/vishan01/imagetory,"[""LangChain""]"
91,ImitAIte,https://imitai-buumbjxz4shoqezbhm6uuf.streamlit.app/,https://github.com/Atifbeast/ImitAI/tree/main,"[""Clarifai""]"
92,Inquizitive,https://inquisitive.streamlit.app,https://github.com/sejaldua/inquisitive,"[""LangChain"", ""Weaviate""]"
93,insAIghts,https://insaights.streamlit.app,https://github.com/Vice777/insAIghts,"[""LangChain""]"
94,Insurance bot,https://pick-insurance.streamlit.app/,https://github.com/clever0dolt/insurance-bot,"[""LlamaIndex""]"
95,IntelliBot,https://intellibot.streamlit.app/,https://github.com/Safiullah-Rahu/IntelliBot,"[""LangChain""]"
96,InterrogAIte,https://interrogaite.streamlit.app/,https://github.com/mopasha1/interrogAIte,"[""AssemblyAI""]"
97,Interview Preparatory Assistant,https://llmapplication-qyy94a3f4d7slkx4zgazuu.streamlit.app/,https://github.com/poojatambe/LLM_application,"[""LangChain""]"
98,Interview_form,https://interviewform.streamlit.app/,https://github.com/yeyu2/interviewform,"[""LangChain""]"
99,Interviewee.ai,https://interview-assistant-mufgcvjczwihrcnjebhnwg.streamlit.app/,https://github.com/devSubho51347/Interview-Assistant-without-env-file,"[""LangChain""]"
100,InterviewGPT,https://interview-gpt.streamlit.app/,https://github.com/adi3120/InterviewGPT,"[""LangChain"", ""Weaviate""]"
101,Introspector,https://org-clarifai.streamlit.app/,https://github.com/meta-introspector/https-streamlit.io-community-llm-hackathon-2023,"[""Clarifai"", ""LlamaIndex""]"
102,InvestmentAnalyzer-GPT (work in progress),https://finsights.streamlit.app/,https://github.com/yakshb/InvestmentAnalyzer-GPT.git,"[""LlamaIndex"", ""LangChain""]"
103,Knowledge Graph Generator,https://knowledge-graph-generator.streamlit.app/,https://github.com/adi3120/Knowledge-Graph-Generator-2,"[""AssemblyAI"", ""Clarifai"", ""LangChain""]"
104,LaTeX Rainbow,https://latex-rainbow.streamlit.app/,https://github.com/Fireblossom/texannotate/tree/streamlit,"[""LlamaIndex""]"
105,Leetcode,https://leetcodeappappio-f9rtjgfu6xq9mbzscsyvzj.streamlit.app/,https://github.com/barathaj/leetcode,"[""LangChain""]"
106,Linkcraft - AI Powered Linkedin Content Generator,https://linkcraft-v01.streamlit.app/,https://github.com/amritPVre/linkcraft_v01,"[""LangChain""]"
107,Llama Hair Sense,https://llamahairsense.streamlit.app/,https://github.com/being-invincible/LlamaHairSense,"[""Clarifai"", ""LangChain""]"
108,Llama Placement Chatbot,https://llama-placement-bot.streamlit.app,https://github.com/Hg03/llamabot,"[""LlamaIndex"", ""LangChain""]"
109,Llama2-Chat-App,https://llama2chat-app.streamlit.app/,https://github.com/NuttyFlash/Llama2Chat,"[""Clarifai""]"
110,LlamaIndex Chat,https://llamaindex-chat.streamlit.app/,https://github.com/Alvaro8gb/llamaindex-chat,"[""LlamaIndex""]"
111,LlamaIndexChat,https://llamaindexchat.streamlit.app/,https://github.com/dcarpintero/llamaindexchat,"[""LlamaIndex""]"
112,Llamarizer,https://llamarizer.streamlit.app/,https://github.com/ravi-aratchige/llamarizer,"[""Clarifai""]"
113,LLM bot,https://app-llm-hackathon-v2.streamlit.app/,https://github.com/deepak7642/Streamlit-LLM-Hackathon-v2,"[""LangChain""]"
114,LLM Chat App,https://app-llm-fw896rvanbjneigv8uq8tu.streamlit.app/,https://github.com/Sarveshk76/streamlit-llm,"[""LangChain""]"
115,LLM Citation Tool,https://find-frb-reference.streamlit.app/,https://github.com/xiaohanzai/LLM_citation,"[""LangChain"", ""LlamaIndex""]"
117,LLM Personal trainer,https://llm-personal-trainer.streamlit.app/,https://github.com/benjaminmcf/LLM-Personal-trainer-streamlit,"[""LangChain""]"
118,LLMate,https://llmate.streamlit.app/,https://github.com/pampa-labs/llmate,"[""LangChain""]"
119,LLMovies,https://llmovies.streamlit.app/,https://github.com/jlondonobo/llmovies,"[""LangChain"", ""Weaviate""]"
120,Lumina,https://lumina-main.streamlit.app/,https://github.com/HibbanHaroon/lumina,"[""AssemblyAI"", ""Clarifai""]"
121,Lyrics Generator,https://lyrics-generator-web.streamlit.app/,https://github.com/bhargavesh-dakka/lyrics-generator,"[""AssemblyAI""]"
122,MagiciansGPT,https://magiciansgpt.streamlit.app/,https://github.com/memefather/magiciansGPT,"[""LangChain""]"
124,Market-Research-Agent,https://research-agent-nnz9dtssqnbb3ymphtb8bz.streamlit.app/,https://github.com/MuzammilMeh/Autonomousagent,"[""LangChain""]"
126,MLB Stats Chatbot,https://mlb-stats-chatbot.streamlit.app/,https://github.com/fogel-j/mlb-stats-chatbot,"[""Clarifai"", ""LangChain""]"
127,MoodScribe,https://moodscribe-efqra78ex4mfrgrqis37xw.streamlit.app/,https://github.com/homanmirgolbabaee/MoodScribe,"[""AssemblyAI"", ""Clarifai"", ""Weaviate""]"
128,Moviemate,https://moviemate.streamlit.app/,https://github.com/spacegroot/moviemate,"[""LangChain""]"
129,Multilingual Menu,https://multilingual-menu.streamlit.app/,https://github.com/SabarinathK/multilingual-menu,"[""Clarifai"", ""LangChain""]"
130,MusicCritique,https://music-critique-kwbrqexrblqxwajdth4yvc.streamlit.app/,https://github.com/rexsimiloluwah/music-critique,"[""AssemblyAI"", ""LangChain""]"
131,My Chat,https://chatwith-your-data.streamlit.app/,https://github.com/vivekmenonm/custom-data-llm-bot,"[""LangChain""]"
132,NewsGPT,https://newsgpt-clickbait-buster.streamlit.app,https://github.com/timho102003/NewsGPT,"[""LangChain"", ""LlamaIndex""]"
133,NGbot,https://askngbot.streamlit.app/,https://github.com/githubberst/NGbot,"[""LlamaIndex""]"
134,Omni-Invest,https://omni-invest.streamlit.app/,https://github.com/duper203/luck4,"[""LangChain"", ""LlamaIndex""]"
135,OpenSource Chat,https://oschat.streamlit.app,https://github.com/AIFame/os-chat,"[""LangChain"", ""Weaviate""]"
137,PawsibleCare AI,https://pawsiblecare-ai.streamlit.app/,https://github.com/Saidileepkumarmukkamala/PawsibleCare-AI,"[""LangChain""]"
138,PDF Interactor,https://chaitanyasirivuri-pdfllm.streamlit.app,https://github.com/ChaitanyaSirivuri/pdfLLM.git,"[""LangChain""]"
139,Persona Simulator,https://personas.streamlit.app/,https://github.com/msull/consciousness-sim,"[""Clarifai""]"
140,Personal Tutor,https://personal-tutor.streamlit.app/,https://github.com/arthurmello/personal-tutor/tree/main,"[""LangChain""]"
141,PharmaAssist,https://pharma.streamlit.app/,https://github.com/DreKwasi/gppqe_ai,"[""AssemblyAI"", ""LangChain""]"
142,PixTale : Turn Memories Into Stories,https://pixtale.streamlit.app/,https://github.com/Shivay-Shakti/PixTale,"[""LangChain""]"
143,Plant Selector for Valley Water Rebate Program,https://valleywaterrebateplant.streamlit.app,https://github.com/jac0320/valley_water_rebate_plant,"[""LangChain""]"
144,PlotPixie,https://plotpixie.streamlit.app,https://github.com/dannydabbles/plot_pixie/,"[""LangChain""]"
145,PodcastGPT,https://podcastgpt-nlp.streamlit.app/,https://github.com/nickmuchi87/podcastGPT,"[""LangChain""]"
146,post call analysis,https://shellhacks-postcallanalysis.streamlit.app/,https://github.com/ramasai-badam/shellhacks,"[""AssemblyAI""]"
147,Product-Analysis-Agent,https://appuctagent-6wrhtpgivzdlubgcvlu6fs.streamlit.app/,https://github.com/MuzammilMeh/Autonomousagent,"[""LangChain""]"
148,PromptLab,https://promptlab.streamlit.app/,https://github.com/pandyandy/promptlab,"[""LangChain""]"
149,PyChat,https://pychat.streamlit.app,https://github.com/mohitrajsinha/PyChat,"[""LlamaIndex""]"
150,PyEx,https://pyex-llm.streamlit.app,https://github.com/Dev317/PyEx.git,"[""LangChain""]"
151,Pythie,https://pythie.streamlit.app/,https://github.com/dalchoboq/pythie,"[""LangChain""]"
152,QA-PDF,https://llmhackathon.streamlit.app/,https://github.com/Vishnunkumar/LLMHackathon,"[""LangChain""]"
153,QuickDigest,https://quickdigest-ai.streamlit.app/,https://github.com/codingis4noobs2/QuickDigest,"[""AssemblyAI"", ""LlamaIndex""]"
154,QuickSumm,https://quicksumm.streamlit.app/,https://github.com/SidmoGoesBrrr/QuickSumm/,"[""AssemblyAI"", ""LangChain"", ""LlamaIndex""]"
155,Quirky Image Caption Generator,https://cool-captions.streamlit.app/,https://github.com/Vibhorgupta31/cool_captions.git,"[""Clarifai""]"
156,Quiz Wiz,https://quiz-wiz.streamlit.app/,https://github.com/aaalexlit/quiz-wiz,"[""AssemblyAI"", ""Clarifai"", ""LangChain"", ""LlamaIndex"", ""Weaviate""]"
157,QuizForge,https://quizgenerator-hedsvs.streamlit.app/,https://github.com/lberthod/quizGenerator,"[""LangChain""]"
158,QuizTube,https://quiztube.streamlit.app/,https://github.com/Sven-Bo/streamlit-quiztube,"[""LangChain""]"
159,read-audio-video,https://read-audio-video.streamlit.app/,https://github.com/mahanteshimath/readaudiovideo,"[""AssemblyAI""]"
161,Realtime Transcript,https://mainpy-nexuln2phybxfhqqqfcky8.streamlit.app/,https://github.com/nrwpradana/realtime-transcript,"[""AssemblyAI""]"
162,RecipeAI,https://recipeai.streamlit.app/,https://github.com/Iam-SilentEyes/RecipeAI,"[""Clarifai""]"
163,RecruitAI,https://recruitai.streamlit.app/,https://github.com/ramoonmedeiro/RecruitAI,"[""LangChain""]"
164,Remove Personal Information from Documents,https://llm-remove-piis-demo.streamlit.app/,https://github.com/padshandsome/llm-remove-piis,"[""LangChain""]"
165,Restaurant Recommender Chatbot,https://restaurant-recommender.streamlit.app/,https://github.com/saqlain2204/restaurant-recommender,"[""LlamaIndex""]"
166,ResuBot,https://resubot.streamlit.app/,https://github.com/arthurxin/ResuBot.git,"[""LangChain""]"
167,Resume Lab,https://resumelab-stremlit.streamlit.app/,https://github.com/Moshiii/resumelab_stremlit,"[""LangChain""]"
168,Review Sentinel,https://review-sentinel.streamlit.app,https://github.com/aifame/review-evaluator.ai,"[""Clarifai""]"
169,S2QA: Semantic Scholar Question Answering,https://s2questionanswering.streamlit.app/,https://github.com/shauryr/S2QA,"[""LangChain"", ""LlamaIndex""]"
170,SalesWizz,https://saleswizz.streamlit.app/,https://github.com/arsentievalex/streamlit-llm-hackathon/tree/main,"[""LlamaIndex""]"
171,Scene Genie,https://viddirector.streamlit.app/,https://github.com/NaveenE14/VidDirector,"[""Clarifai""]"
172,School GPT,https://school-gpt.streamlit.app/,https://github.com/kspviswa/school-gpt,"[""Clarifai"", ""LangChain"", ""LlamaIndex""]"
173,SEC 10-K AI Chatbot,https://sec-app.streamlit.app/,https://github.com/ygonzalez/sec-qa,"[""LangChain""]"
174,Semantic Search on Github Issues with Weaviate,https://gh-semantic-search.streamlit.app/,https://github.com/dcarpintero/github-semantic-search,"[""LangChain"", ""Weaviate""]"
175,Shorts/Reels Generator,https://shorts-generator.streamlit.app/,https://github.com/abdibrokhim/ai-mental-health/,"[""LangChain""]"
176,Socrates v2,https://socrates-v2.streamlit.app/,https://github.com/aaronsteers/socrates-v2,"[""LangChain""]"
177,Spark AI Assiant,https://spark-ai.streamlit.app/,https://github.com/mggger/SparkSQL-AI-Assiant,"[""LangChain""]"
178,Spicy,https://spicydemo.streamlit.app/,https://github.com/sang459/spicy_demo,"[""LlamaIndex""]"
179,Stay Ahead: Real-time News and Podcasts with LLM,https://llmnewsletter-cup7ts82sxzkzyszvquh4l.streamlit.app/,https://github.com/xl631212/llm_newsletter,"[""LangChain""]"
180,Story of Shan,https://storyofshan.streamlit.app/,https://github.com/KaiJin11/streamlit_app_Story_of_Shan,"[""LangChain""]"
181,Student AI Agent,https://student-ai-agent.streamlit.app/,https://github.com/DavidShan40/Student_AI_Agent,"[""AssemblyAI"", ""LangChain""]"
182,SubtAItles,https://subtaitles.streamlit.app/,https://github.com/dinarque/subtaitles/,"[""AssemblyAI""]"
183,Swecha Chat Bot,https://swecha-chat-bot.streamlit.app/,https://github.com/VishnuSrivatsava/Swecha-Chat-Bot,"[""LangChain""]"
184,TabLit,https://tablit.streamlit.app,https://github.com/prajwalsrinvas/tablit,"[""Clarifai"", ""LangChain""]"
186,TalkativeAI,https://talkativeai.streamlit.app,https://github.com/alonsosilvaallende/chatbot-speech-to-speech,"[""LangChain""]"
187,TalkToMe,https://talktomelanguagelearning.streamlit.app/,https://github.com/GeriNZ/talktome,"[""AssemblyAI""]"
188,TechWatt Summarizer,https://techwattsummarizerai-vkpbfra4bu7p3ftvhdyx76.streamlit.app/,https://github.com/Tech-Watt/techwattsummarizer.AI,"[""LangChain""]"
189,Text Response  generation,https://langchaintextgeneratorpy-lfm3hcknws9elhr3x75kou.streamlit.app/,https://github.com/Olamieee/Projects/blob/main/Langchain_text_generator.py,"[""LangChain""]"
190,text-to-event,https://text-to-event.streamlit.app/,https://github.com/dragos-pop/text-to-event,"[""LangChain""]"
191,text2image,https://app-text2image.streamlit.app/,https://github.com/sweat89/streamlit-text2image,"[""LangChain""]"
192,Text2Img2Text,https://st-sept-hackathon.streamlit.app/,https://github.com/gabrielchua/st_sept_hackathon,"[""Clarifai""]"
193,The All-In Podcast GPT,https://allinpodcastgpt.streamlit.app/,https://github.com/iyersathya/all_in_podcast_gpt/tree/main,"[""LangChain""]"
194,The Joe RAGan Experience,https://joeraganapp.streamlit.app/,https://github.com/lrwerneck/JoeRAGanApp,"[""LangChain"", ""Weaviate""]"
195,The LLMs Arena,https://llms-arena.streamlit.app/,https://github.com/enricd/st_llms_arena,"[""LangChain""]"
196,TheCruxOfyoutubeVideo,https://youtubetopdf.streamlit.app/,https://github.com/mahanteshimath/LLM,"[""AssemblyAI""]"
197,too lazy to write alt,https://toolazytowritealt.streamlit.app,https://github.com/claromes/toolazytowritealt,"[""Clarifai""]"
198,Tourism in Pakistan,https://tourism-in-pakistan.streamlit.app/,https://github.com/moizsajid/tourism-in-pakistan,"[""LangChain""]"
199,TradeBot,https://tradebot.streamlit.app/,https://github.com/samvardhan777/Stock_Analyzer,"[""LangChain""]"
200,Transcript-IQ,https://transcript-iq.streamlit.app/,https://github.com/Devanshu-17/TranscriptIQ,"[""Clarifai"", ""LangChain""]"
201,Translator,https://barathtranslator.streamlit.app/,https://github.com/lingeswaran-07/tanslator.git,"[""AssemblyAI"", ""LangChain""]"
202,TravelEase.ai,https://llmhackathonapp.streamlit.app/,https://github.com/AMAN-9608/streamlit_hackathon,"[""LangChain""]"
203,Trivia-GPT,https://trivia-gpt.streamlit.app/,https://github.com/Travis-Barton/trivia_gpt,"[""LangChain""]"
204,Truecaptions,https://truecaptions.streamlit.app/,https://github.com/ombhojane/truecaptions,"[""Clarifai""]"
205,Tube-to-text coach,https://tube-to-text-coach.streamlit.app/,https://github.com/aaalexlit/tube-to-text-coach,"[""AssemblyAI"", ""Clarifai"", ""LangChain""]"
206,Understanding Medical Observations with Large Language Models,https://experimental-clinical-support.streamlit.app/,https://github.com/bsenst/streamlit-llm,"[""Clarifai"", ""LangChain""]"
207,Unit Test Generator,https://unit-tests.streamlit.app,https://github.com/HardKothari/ai_experiments/blob/main/streamlit_apps/unit_test.py,"[""LangChain""]"
208,Upgini,https://search-widget-szneh58xndqizphyqeldya.streamlit.app/,https://github.com/upgini/search-widget,"[""LangChain""]"
209,UplAsk,https://uplask.streamlit.app/,https://github.com/mchl-schrdng/UplAsk,"[""LangChain""]"
210,"Using LLM to ""Replace"" traditional NLP programming ( News Article Analysis )",https://news-article-extractor.streamlit.app/,https://github.com/Kaleb-Nim/Streamlit-News-Article-Analysis,"[""LangChain""]"
211,VC Chatbot,https://vc-chatbot.streamlit.app/,https://github.com/tomasonjo/streamlit-neo4j-hackathon,"[""LangChain""]"
212,Vector Librarian,https://vector-librarian-llm-hackaton.streamlit.app/,https://github.com/zilto/vector-librarian-llm-hackaton,"[""Weaviate""]"
214,VideoAI,https://video-ai-m3wqbybs6iiugzsynmwlgm.streamlit.app/,https://github.com/AshiqNoor-S/VideoAI,"[""LangChain""]"
